characterName,actorName,episode,season,characterType,firstName
Daphne Moon,Jane Leeves,7,3,main,Daphne
Dierdre Sauvage,Pamela Kosh,7,3,other,Dierdre
Frasier Crane,Kelsey Grammer,7,3,main,Frasier
Niles Crane,David Hyde Pierce,7,3,main,Niles
Kate Costas,Mercedes Ruehl,7,3,recurring,Kate
Martin Crane,John Mahoney,7,3,main,Martin
Moving Man,Harris Laskawy,7,3,other,Moving
Polly,Cyd Charisse,7,3,other,Polly
Roz Doyle,Peri Gilpin,7,3,main,Roz
Daphne Moon,Jane Leeves,8,3,main,Daphne
Frasier Crane,Kelsey Grammer,8,3,main,Frasier
Niles Crane,David Hyde Pierce,8,3,main,Niles
Marta,Irene Olga López,8,3,recurring,Marta
Martin Crane,John Mahoney,8,3,main,Martin
Noel Shempsky,Patrick Kerr,8,3,recurring,Noel
Roz Doyle,Peri Gilpin,8,3,main,Roz
Vinnie,Paul Mazursky,8,3,other,Vinnie
Bob,Ray Liotta,9,3,other,Bob
Bulldog Briscoe,Dan Butler,9,3,recurring,Bulldog
Daphne Moon,Jane Leeves,9,3,main,Daphne
Frasier Crane,Kelsey Grammer,9,3,main,Frasier
Niles Crane,David Hyde Pierce,9,3,main,Niles
Frederick Gaylord Crane,Luke Tarsitano,9,3,other,Frederick
Gil Chesterton,Edward Hibbert,9,3,recurring,Gil
Jack,Tegan West,9,3,other,Jack
Marge,Becky Ann Baker,9,3,other,Marge
Martin Crane,John Mahoney,9,3,main,Martin
Ned,Klee Bragger,9,3,other,Ned
Roz Doyle,Peri Gilpin,9,3,main,Roz
Waitress,Luck Hari,9,3,recurring,Waitress
Daphne Moon,Jane Leeves,10,3,main,Daphne
Donna,Marnie Mosiman,10,3,other,Donna
Frasier Crane,Kelsey Grammer,10,3,main,Frasier
Niles Crane,David Hyde Pierce,10,3,main,Niles
ver,Elvin Whitesides,10,3,other,ver
Flight Agent,Doug Tompos,10,3,other,Flight
Gate Attendant,Jane Macfie,10,3,other,Gate
Kate Costas,Mercedes Ruehl,10,3,recurring,Kate
Martin Crane,John Mahoney,10,3,main,Martin
Roz Doyle,Peri Gilpin,10,3,main,Roz
Tony,Vaughn Armstrong,10,3,other,Tony
Bob,Griffin Dunne,11,3,other,Bob
Daphne Moon,Jane Leeves,11,3,main,Daphne
Frasier Crane,Kelsey Grammer,11,3,main,Frasier
Niles Crane,David Hyde Pierce,11,3,main,Niles
Gerard,Armistead Maupin,11,3,other,Gerard
Martin Crane,John Mahoney,11,3,main,Martin
Patron,Diane Behrens,11,3,other,Patron
Patron,David Jackson Willis,11,3,other,Patron
Ralph,Ben Mittleman,11,3,other,Ralph
Roz Doyle,Peri Gilpin,11,3,main,Roz
Waitress,Luck Hari,11,3,recurring,Waitress
Daphne Moon,Jane Leeves,12,3,main,Daphne
Dirk,Tim Choate,12,3,other,Dirk
Frasier Crane,Kelsey Grammer,12,3,main,Frasier
Niles Crane,David Hyde Pierce,12,3,main,Niles
Henry,Scott MacDonald,12,3,other,Henry
Joe DeCarlo,Tony Carreiro,12,3,other,Joe
Martin Crane,John Mahoney,12,3,main,Martin
Roz Doyle,Peri Gilpin,12,3,main,Roz
Andrew Lloyd,Hank Stratton,13,3,other,Andrew
Claire Barnes,Nancy Stafford,13,3,other,Claire
Conductor,Michael G. Hawkins,13,3,other,Conductor
Daphne Moon,Jane Leeves,13,3,main,Daphne
Frasier Crane,Kelsey Grammer,13,3,main,Frasier
Niles Crane,David Hyde Pierce,13,3,main,Niles
Lacey Lloyd,Christine McGraw,13,3,other,Lacey
Marlene,Jodie Foster,13,3,other,Marlene
Martin Crane,John Mahoney,13,3,main,Martin
Roz Doyle,Peri Gilpin,13,3,main,Roz
Clark,Danny Breen,14,3,other,Clark
Daphne Moon,Jane Leeves,14,3,main,Daphne
Darla,Judith Corber Wexler,14,3,other,Darla
Diane Chambers,Shelley Long,14,3,other,Diane
Frasier Crane,Kelsey Grammer,14,3,main,Frasier
Niles Crane,David Hyde Pierce,14,3,main,Niles
Franklin,John Carroll Lynch,14,3,other,Franklin
Martin Crane,John Mahoney,14,3,main,Martin
Mary Anne,Cali Timmins,14,3,other,Mary
Mr. Carr,Don Sparks,14,3,other,Mr.
Ned,Googy Gress,14,3,other,Ned
Roz Doyle,Peri Gilpin,14,3,main,Roz
Stan,Perry Stephens,14,3,other,Stan
Brandy,Faith Prince,15,3,other,Brandy
Daphne Moon,Jane Leeves,15,3,main,Daphne
Frasier Crane,Kelsey Grammer,15,3,main,Frasier
Niles Crane,David Hyde Pierce,15,3,main,Niles
Jerome Belasco,Harris Yulin,15,3,other,Jerome
Martin Crane,John Mahoney,15,3,main,Martin
Roz Doyle,Peri Gilpin,15,3,main,Roz
Steve,Randy Travis,15,3,other,Steve
Daphne Moon,Jane Leeves,16,3,main,Daphne
Frasier Crane,Kelsey Grammer,16,3,main,Frasier
Niles Crane,David Hyde Pierce,16,3,main,Niles
Gary,Justin Gorence,16,3,other,Gary
Martin Crane,John Mahoney,16,3,main,Martin
Pete,Murphy Dunne,16,3,other,Pete
Roz Doyle,Peri Gilpin,16,3,main,Roz
Stage Manager,Benjamin Brown,16,3,recurring,Stage
Chris,Billy Barty,17,3,other,Chris
Chuck,Eric Idle,17,3,other,Chuck
Curtis,Troy Blendell,17,3,other,Curtis
Daphne Moon,Jane Leeves,17,3,main,Daphne
Doug Harvey,John Cygan,17,3,other,Doug
Frasier Crane,Kelsey Grammer,17,3,main,Frasier
Niles Crane,David Hyde Pierce,17,3,main,Niles
Lydia,Joan Allen,17,3,other,Lydia
Martin Crane,John Mahoney,17,3,main,Martin
Mitch,Jerry Orbach,17,3,other,Mitch
Rochelle,Jane Pauley,17,3,other,Rochelle
Roz Doyle,Peri Gilpin,17,3,main,Roz
Video Clerk,Mark Benninghoffen,17,3,other,Video
Waiter,Paul Cosimano,17,3,recurring,Waiter
Woman,Naomi,17,3,other,Woman
Daphne Moon,Jane Leeves,18,3,main,Daphne
Frasier Crane,Kelsey Grammer,18,3,main,Frasier
Niles Crane,David Hyde Pierce,18,3,main,Niles
Martin Crane,John Mahoney,18,3,main,Martin
Roz Doyle,Peri Gilpin,18,3,main,Roz
Waitress,Luck Hari,18,3,recurring,Waitress
Bailiff,Baron Kelly,19,3,other,Bailiff
Beth,Debbi Fields,19,3,other,Beth
Daphne Moon,Jane Leeves,19,3,main,Daphne
Frasier Crane,Kelsey Grammer,19,3,main,Frasier
Niles Crane,David Hyde Pierce,19,3,main,Niles
Harlow Safford,Donald O'Connor,19,3,other,Harlow
Judge,Neil Vipond,19,3,other,Judge
Martin Crane,John Mahoney,19,3,main,Martin
Mr. Giroux,James Winkler,19,3,other,Mr.
Roz Doyle,Peri Gilpin,19,3,main,Roz
Charlotte,Jillie Mack,20,3,recurring,Charlotte
Daphne Moon,Jane Leeves,20,3,main,Daphne
Frasier Crane,Kelsey Grammer,20,3,main,Frasier
Niles Crane,David Hyde Pierce,20,3,main,Niles
Elizabeth,Bette Rae,20,3,recurring,Elizabeth
Maggie,Denise Poirier,20,3,other,Maggie
Martin Crane,John Mahoney,20,3,main,Martin
Maureen Cutler,Jane Kaczmarek,20,3,other,Maureen
Roz Doyle,Peri Gilpin,20,3,main,Roz
Waitress,Luck Hari,20,3,recurring,Waitress
Bebe Glazer,Harriet Sansom Harris,21,3,recurring,Bebe
Big Willy,Richard Hamilton,21,3,other,Big
Bulldog Briscoe,Dan Butler,21,3,recurring,Bulldog
Daphne Moon,Jane Leeves,21,3,main,Daphne
Frasier Crane,Kelsey Grammer,21,3,main,Frasier
Niles Crane,David Hyde Pierce,21,3,main,Niles
Gil Chesterton,Edward Hibbert,21,3,recurring,Gil
Martin Crane,John Mahoney,21,3,main,Martin
Roz Doyle,Peri Gilpin,21,3,main,Roz
Ben,Michael Mitz,22,3,other,Ben
Bulldog Briscoe,Dan Butler,22,3,recurring,Bulldog
Daphne Moon,Jane Leeves,22,3,main,Daphne
Frasier Crane,Kelsey Grammer,22,3,main,Frasier
Niles Crane,David Hyde Pierce,22,3,main,Niles
Martin Crane,John Mahoney,22,3,main,Martin
Roz Doyle,Peri Gilpin,22,3,main,Roz
Tom,David Duchovny,22,3,recurring,Tom
Amanda,Marita Geraghty,23,3,recurring,Amanda
Anne,Lin Shaye,23,3,other,Anne
Bulldog Briscoe,Dan Butler,23,3,recurring,Bulldog
Cathy,Heather MacRae,23,3,other,Cathy
Chuck,David Breitbarth,23,3,other,Chuck
Daphne Moon,Jane Leeves,23,3,main,Daphne
Data Collector,Cameron Watson,23,3,other,Data
Frasier Crane,Kelsey Grammer,23,3,main,Frasier
Niles Crane,David Hyde Pierce,23,3,main,Niles
Gary,Pat Skipper,23,3,other,Gary
Leader,Henry Woronicz,23,3,other,Leader
Manu,Tony Shalhoub,23,3,other,Manu
Martin Crane,John Mahoney,23,3,main,Martin
Paul,Abdul Salaam El Razzac,23,3,other,Paul
Roz Doyle,Peri Gilpin,23,3,main,Roz
Angela,Sherry Lansing,24,3,other,Angela
Daphne Moon,Jane Leeves,24,3,main,Daphne
Frasier Crane,Kelsey Grammer,24,3,main,Frasier
Niles Crane,David Hyde Pierce,24,3,main,Niles
Martin Crane,John Mahoney,24,3,main,Martin
Roz Doyle,Peri Gilpin,24,3,main,Roz
Waiter,John Rajeski,24,3,recurring,Waiter
Clive,Scott Atkinson,1,4,other,Clive
Daphne Moon,Jane Leeves,1,4,main,Daphne
Frasier Crane,Kelsey Grammer,1,4,main,Frasier
Niles Crane,David Hyde Pierce,1,4,main,Niles
Gil Chesterton,Edward Hibbert,1,4,recurring,Gil
Martin Crane,John Mahoney,1,4,main,Martin
Roz Doyle,Peri Gilpin,1,4,main,Roz
Bulldog Briscoe,Dan Butler,2,4,recurring,Bulldog
Daphne Moon,Jane Leeves,2,4,main,Daphne
Frasier Crane,Kelsey Grammer,2,4,main,Frasier
Niles Crane,David Hyde Pierce,2,4,main,Niles
Jake,Bob Costas,2,4,other,Jake
Jerry,Marv Albert,2,4,other,Jerry
Martin Crane,John Mahoney,2,4,main,Martin
Mike,Julius Erving,2,4,other,Mike
Pete,Michael Whaley,2,4,other,Pete
Roz Doyle,Peri Gilpin,2,4,main,Roz
Sharon,Jennifer Campbell,2,4,other,Sharon
Wino,Kay E. Kuter,2,4,other,Wino
Bulldog Briscoe,Dan Butler,3,4,recurring,Bulldog
Daphne Moon,Jane Leeves,3,4,main,Daphne
Frasier Crane,Kelsey Grammer,3,4,main,Frasier
Niles Crane,David Hyde Pierce,3,4,main,Niles
Sigmund Freud,Byrne Piven,3,4,other,Sigmund
am Girl,Lisa Melilli,3,4,other,am
Elizabeth,Bette Rae,3,4,recurring,Elizabeth
Gil Chesterton,Edward Hibbert,3,4,recurring,Gil
Jimmy,Kieran Culkin,3,4,other,Jimmy
Martin Crane,John Mahoney,3,4,main,Martin
Rebecca,Pauley Perrette,3,4,other,Rebecca
Roz Doyle,Peri Gilpin,3,4,main,Roz
Rudy,Christopher Durang,3,4,other,Rudy
Bar Patron,Steven Rotblatt,4,4,other,Bar
Daphne Moon,Jane Leeves,4,4,main,Daphne
Frasier Crane,Kelsey Grammer,4,4,main,Frasier
Niles Crane,David Hyde Pierce,4,4,main,Niles
Martin Crane,John Mahoney,4,4,main,Martin
Roz Doyle,Peri Gilpin,4,4,main,Roz
T.H. Houghton,Robert Prosky,4,4,other,T.H.
Bulldog Briscoe,Dan Butler,5,4,recurring,Bulldog
Cheerleader,Lisa Dergan,5,4,other,Cheerleader
Daphne Moon,Jane Leeves,5,4,main,Daphne
Frasier Crane,Kelsey Grammer,5,4,main,Frasier
Niles Crane,David Hyde Pierce,5,4,main,Niles
Fan,Loren Lazerine,5,4,other,Fan
Game Announcer,Jim Graci,5,4,other,Game
Guard,Ken Magee,5,4,other,Guard
Hank,Geoff Callan,5,4,other,Hank
Lenny,Christopher M. Brown,5,4,other,Lenny
Linda,Wendy Wasserstein,5,4,other,Linda
Martin Crane,John Mahoney,5,4,main,Martin
Reggie McLemore,Lorenzo Newton,5,4,other,Reggie
Roz Doyle,Peri Gilpin,5,4,main,Roz
Sportscaster,Stu Lantz,5,4,other,Sportscaster
Adelle Childs,Allison Mackie,6,4,other,Adelle
Daphne Moon,Jane Leeves,6,4,main,Daphne
Frasier Crane,Kelsey Grammer,6,4,main,Frasier
Niles Crane,David Hyde Pierce,6,4,main,Niles
Martin Crane,John Mahoney,6,4,main,Martin
Rodney Banks,Kevin Farrell,6,4,other,Rodney
Roz Doyle,Peri Gilpin,6,4,main,Roz
Cynthia,Jane Lynch,7,4,other,Cynthia
Daphne Moon,Jane Leeves,7,4,main,Daphne
Campbell,Paxton Whitehead,7,4,other,Campbell
Frasier Crane,Kelsey Grammer,7,4,main,Frasier
Lilith Sternin,Bebe Neuwirth,7,4,recurring,Lilith
Niles Crane,David Hyde Pierce,7,4,main,Niles
Elliot,Richard Gilbert-Hill,7,4,other,Elliot
Frederick Crane,Trevor Einhorn,7,4,recurring,Frederick
Martin Crane,John Mahoney,7,4,main,Martin
Pamela,Lisa Banes,7,4,other,Pamela
Preston,John Prosky,7,4,other,Preston
Roz Doyle,Peri Gilpin,7,4,main,Roz
Daphne Moon,Jane Leeves,8,4,main,Daphne
Frasier Crane,Kelsey Grammer,8,4,main,Frasier
Niles Crane,David Hyde Pierce,8,4,main,Niles
Francois,Nicholas Walker,8,4,other,Francois
Greg,John Cusack,8,4,other,Greg
Martin Crane,John Mahoney,8,4,main,Martin
Roz Doyle,Peri Gilpin,8,4,main,Roz
Daphne Moon,Jane Leeves,9,4,main,Daphne
Frasier Crane,Kelsey Grammer,9,4,main,Frasier
Niles Crane,David Hyde Pierce,9,4,main,Niles
Martin Crane,John Mahoney,9,4,main,Martin
Maureen Cutler,Jane Kaczmarek,9,4,other,Maureen
Roz Doyle,Peri Gilpin,9,4,main,Roz
Sherry Dempsey,Marsha Mason,9,4,recurring,Sherry
Bulldog Briscoe,Dan Butler,10,4,recurring,Bulldog
Daphne Moon,Jane Leeves,10,4,main,Daphne
Frasier Crane,Kelsey Grammer,10,4,main,Frasier
Niles Crane,David Hyde Pierce,10,4,main,Niles
John Rajeski,Saul Stein,10,4,other,John
Martin Crane,John Mahoney,10,4,main,Martin
Prisoner,Andre Rosey Brown,10,4,other,Prisoner
Roz Doyle,Peri Gilpin,10,4,main,Roz
Susan Rajeski,Carlene Watkins,10,4,other,Susan
Waitress,Luck Hari,10,4,recurring,Waitress
Daphne Moon,Jane Leeves,11,4,main,Daphne
Dorfman,Austin Pendleton,11,4,other,Dorfman
Frasier Crane,Kelsey Grammer,11,4,main,Frasier
Niles Crane,David Hyde Pierce,11,4,main,Niles
Martin Crane,John Mahoney,11,4,main,Martin
Molly,Christopher Templeton,11,4,other,Molly
Mr. Bader,Martin Rayner,11,4,other,Mr.
Ms. Langer,Dana Ivey,11,4,other,Ms.
Roz Doyle,Peri Gilpin,11,4,main,Roz
Sherry Dempsey,Marsha Mason,11,4,recurring,Sherry
Alice,Patty Duke,12,4,other,Alice
Daphne Moon,Jane Leeves,12,4,main,Daphne
Arnold Shaw,Zeljko Ivanek,12,4,other,Arnold
Frasier Crane,Kelsey Grammer,12,4,main,Frasier
Niles Crane,David Hyde Pierce,12,4,main,Niles
Stephen Kagen,Tom Lagleder,12,4,other,Stephen
Martin Crane,John Mahoney,12,4,main,Martin
Roz Doyle,Peri Gilpin,12,4,main,Roz
Beth Armstrong,Megan Mullally,13,4,other,Beth
Daphne Moon,Jane Leeves,13,4,main,Daphne
Claman,Andrew Heckler,13,4,other,Claman
Frasier Crane,Kelsey Grammer,13,4,main,Frasier
Niles Crane,David Hyde Pierce,13,4,main,Niles
Laura Paris,Lisa Darr,13,4,other,Laura
Martin Crane,John Mahoney,13,4,main,Martin
Roz Doyle,Peri Gilpin,13,4,main,Roz
Alfred Larkin,Jack Sydow,14,4,other,Alfred
Carol Larkin,Rosemary Murphy,14,4,other,Carol
Christine,Lisa Akey,14,4,other,Christine
Daphne Moon,Jane Leeves,14,4,main,Daphne
Frasier Crane,Kelsey Grammer,14,4,main,Frasier
Niles Crane,David Hyde Pierce,14,4,main,Niles
Elaine Hensley,Nancy Linari,14,4,other,Elaine
Martin Crane,John Mahoney,14,4,main,Martin
Peter Soutendeck,Wayne Alexander,14,4,other,Peter
Roz Doyle,Peri Gilpin,14,4,main,Roz
Stephanie,Patricia Wettig,14,4,other,Stephanie
Wella,Brandi Burkett,14,4,other,Wella
Bulldog Briscoe,Dan Butler,15,4,recurring,Bulldog
Chet,Eric Roberts,15,4,other,Chet
Daphne Moon,Jane Leeves,15,4,main,Daphne
Frasier Crane,Kelsey Grammer,15,4,main,Frasier
Niles Crane,David Hyde Pierce,15,4,main,Niles
Martin Crane,John Mahoney,15,4,main,Martin
Moira,Lois Smith,15,4,other,Moira
Norman Royster,James Earl Jones,15,4,other,Norman
Roz Doyle,Peri Gilpin,15,4,main,Roz
Bobby Sherman,Bobby Sherman,16,4,other,Bobby
Bulldog Briscoe,Dan Butler,16,4,recurring,Bulldog
Daphne Moon,Jane Leeves,16,4,main,Daphne
Frasier Crane,Kelsey Grammer,16,4,main,Frasier
Niles Crane,David Hyde Pierce,16,4,main,Niles
Frederick Crane,Trevor Einhorn,16,4,recurring,Frederick
Martin Crane,John Mahoney,16,4,main,Martin
Roz Doyle,Peri Gilpin,16,4,main,Roz
Bebe Glazer,Harriet Sansom Harris,17,4,recurring,Bebe
Bulldog Briscoe,Dan Butler,17,4,recurring,Bulldog
Daphne Moon,Jane Leeves,17,4,main,Daphne
Frasier Crane,Kelsey Grammer,17,4,main,Frasier
Niles Crane,David Hyde Pierce,17,4,main,Niles
Martin Crane,John Mahoney,17,4,main,Martin
Professor Pete,Doug Carfrae,17,4,other,Professor
Roz Doyle,Peri Gilpin,17,4,main,Roz
Vera,Kathryn Joosten,17,4,other,Vera
Bulldog Briscoe,Dan Butler,18,4,recurring,Bulldog
Daphne Moon,Jane Leeves,18,4,main,Daphne
Frasier Crane,Kelsey Grammer,18,4,main,Frasier
Niles Crane,David Hyde Pierce,18,4,main,Niles
Gil Chesterton,Edward Hibbert,18,4,recurring,Gil
Ian,Jack Betts,18,4,other,Ian
Martin Crane,John Mahoney,18,4,main,Martin
Maxine,Hope Allen,18,4,other,Maxine
Mel White,Richard Easton,18,4,other,Mel
Noel Shempsky,Patrick Kerr,18,4,recurring,Noel
Roz Doyle,Peri Gilpin,18,4,main,Roz
Adair Peck,Donna Bullock,19,4,other,Adair
Daphne Moon,Jane Leeves,19,4,main,Daphne
Doug,David Benoit,19,4,other,Doug
Frasier Crane,Kelsey Grammer,19,4,main,Frasier
Niles Crane,David Hyde Pierce,19,4,main,Niles
John Coughlin,Jeff Corbett,19,4,other,John
Kimberly Egan,Rebeccah Bush,19,4,other,Kimberly
Leslie Wellman,Maria del Mar,19,4,other,Leslie
Martin Crane,John Mahoney,19,4,main,Martin
Roz Doyle,Peri Gilpin,19,4,main,Roz
Sherry Dempsey,Marsha Mason,19,4,recurring,Sherry
Waitress,Pauley Perrette,19,4,other,Waitress
Bulldog Briscoe,Dan Butler,20,4,recurring,Bulldog
Coughing Man,Roger Keller,20,4,other,Coughing
Daphne Moon,Jane Leeves,20,4,main,Daphne
Frasier Crane,Kelsey Grammer,20,4,main,Frasier
Niles Crane,David Hyde Pierce,20,4,main,Niles
Martin Crane,John Mahoney,20,4,main,Martin
Roz Doyle,Peri Gilpin,20,4,main,Roz
Sherry Dempsey,Marsha Mason,20,4,recurring,Sherry
Bulldog Briscoe,Dan Butler,21,4,recurring,Bulldog
Daphne Moon,Jane Leeves,21,4,main,Daphne
Frasier Crane,Kelsey Grammer,21,4,main,Frasier
Niles Crane,David Hyde Pierce,21,4,main,Niles
Leo,Alan Wilder,21,4,recurring,Leo
Martin Crane,John Mahoney,21,4,main,Martin
Messenger,Michael McFall,21,4,other,Messenger
Roz Doyle,Peri Gilpin,21,4,main,Roz
Tom,Gerry Gibson,21,4,other,Tom
Waitress,Luck Hari,21,4,recurring,Waitress
Daphne Moon,Jane Leeves,22,4,main,Daphne
Frasier Crane,Kelsey Grammer,22,4,main,Frasier
Niles Crane,David Hyde Pierce,22,4,main,Niles
Elise,Cindy Katz,22,4,other,Elise
Marta,Irene Olga López,22,4,recurring,Marta
Martin Crane,John Mahoney,22,4,main,Martin
Roz Doyle,Peri Gilpin,22,4,main,Roz
Waitress,Luck Hari,22,4,recurring,Waitress
Amanda,Kris Edlund,23,4,recurring,Amanda
Daphne Moon,Jane Leeves,23,4,main,Daphne
Frasier Crane,Kelsey Grammer,23,4,main,Frasier
Niles Crane,David Hyde Pierce,23,4,main,Niles
Ethan,Joshua J. Greene,23,4,other,Ethan
Husband,Layne Beamer,23,4,other,Husband
Johnny,Miles Marsico,23,4,other,Johnny
Laura,Linda Hamilton,23,4,other,Laura
Maitre D',Carl Reggiardo,23,4,other,Maitre
Martin Crane,John Mahoney,23,4,main,Martin
Roz Doyle,Peri Gilpin,23,4,main,Roz
Waiter,Tom Astor,23,4,recurring,Waiter
Woman at Airport,Lisa Guerrero,23,4,other,Woman
Woman with Chair,Dulcy Rogers,23,4,other,Woman
Bulldog Briscoe,Dan Butler,1,5,recurring,Bulldog
Daphne Moon,Jane Leeves,1,5,main,Daphne
Frasier Crane,Kelsey Grammer,1,5,main,Frasier
Niles Crane,David Hyde Pierce,1,5,main,Niles
Felicity,Kimberly Oja,1,5,other,Felicity
Joanne,Lisa Guerrero,1,5,other,Joanne
Kelly Easterbrook,Sela Ward,1,5,other,Kelly
Martin Crane,John Mahoney,1,5,main,Martin
Roz Doyle,Peri Gilpin,1,5,main,Roz
Stewardess,Leslie Ishii,1,5,other,Stewardess
Waiter,Andrew Philpot,1,5,recurring,Waiter
Daphne Moon,Jane Leeves,2,5,main,Daphne
Frasier Crane,Kelsey Grammer,2,5,main,Frasier
Niles Crane,David Hyde Pierce,2,5,main,Niles
Martin Crane,John Mahoney,2,5,main,Martin
Roz Doyle,Peri Gilpin,2,5,main,Roz
Sherry Dempsey,Marsha Mason,2,5,recurring,Sherry
Bulldog Briscoe,Dan Butler,3,5,recurring,Bulldog
Daphne Moon,Jane Leeves,3,5,main,Daphne
Dorothy,Cindy Crawford,3,5,other,Dorothy
Frasier Crane,Kelsey Grammer,3,5,main,Frasier
Krovitz,Mark Munoz,3,5,other,Krovitz
Niles Crane,David Hyde Pierce,3,5,main,Niles
cula,Joey Zimmerman,3,5,other,cula
Eve,Camille Grammer,3,5,other,Eve
Gil Chesterton,Edward Hibbert,3,5,recurring,Gil
Man at Party,Jonathan Fraser,3,5,other,Man
Martin Crane,John Mahoney,3,5,main,Martin
Roz Doyle,Peri Gilpin,3,5,main,Roz
Bulldog Briscoe,Dan Butler,4,5,recurring,Bulldog
Daphne Moon,Jane Leeves,4,5,main,Daphne
Frasier Crane,Kelsey Grammer,4,5,main,Frasier
Niles Crane,David Hyde Pierce,4,5,main,Niles
Martin Crane,John Mahoney,4,5,main,Martin
Rick,Todd Babcock,4,5,other,Rick
Roz Doyle,Peri Gilpin,4,5,main,Roz
Bulldog Briscoe,Dan Butler,5,5,recurring,Bulldog
Conductor,Demene Hall,5,5,other,Conductor
Daphne Moon,Jane Leeves,5,5,main,Daphne
Frasier Crane,Kelsey Grammer,5,5,main,Frasier
Niles Crane,David Hyde Pierce,5,5,main,Niles
Female Fan,Melora Marshall,5,5,other,Female
Himself - Mayor of Seattle,Norman B. Rice,5,5,other,Himself
John,Mark Blum,5,5,other,John
Male Fan,Allen Galli,5,5,other,Male
Martin Crane,John Mahoney,5,5,main,Martin
Roz Doyle,Peri Gilpin,5,5,main,Roz
Schoolgirl,Charlee Baugh,5,5,other,Schoolgirl
Waiter,Tom Chick,5,5,other,Waiter
Carlos Del Gato,Miguel Pérez,6,5,other,Carlos
Daphne Moon,Jane Leeves,6,5,main,Daphne
Frasier Crane,Kelsey Grammer,6,5,main,Frasier
Niles Crane,David Hyde Pierce,6,5,main,Niles
Maid,Beecey Carlson,6,5,other,Maid
Martin Crane,John Mahoney,6,5,main,Martin
Mimi,Stephanie Faracy,6,5,other,Mimi
Roz Doyle,Peri Gilpin,6,5,main,Roz
Waiter,Joe Reynolds,6,5,recurring,Waiter
Cindy,Yasemin Baytok,7,5,other,Cindy
Daniel Gill,Steeve Arlen,7,5,other,Daniel
Daphne Moon,Jane Leeves,7,5,main,Daphne
Frasier Crane,Kelsey Grammer,7,5,main,Frasier
Niles Crane,David Hyde Pierce,7,5,main,Niles
Himself,Larry King,7,5,other,Himself
Jennifer,Beverly Leech,7,5,other,Jennifer
Martin Crane,John Mahoney,7,5,main,Martin
Roz Doyle,Peri Gilpin,7,5,main,Roz
Saleswoman,Shirley Prestia,7,5,other,Saleswoman
Samantha Pierce,Lindsay Frost,7,5,other,Samantha
Vanessa,Cyndi Pass,7,5,other,Vanessa
Customer,Christopher Marshall,8,5,recurring,Customer
Daphne Moon,Jane Leeves,8,5,main,Daphne
Frasier Crane,Kelsey Grammer,8,5,main,Frasier
Niles Crane,David Hyde Pierce,8,5,main,Niles
Herself,Lesley Stahl,8,5,other,Herself
Man in Street,Nicolas Mize,8,5,other,Man
Martin Crane,John Mahoney,8,5,main,Martin
Restaurant Waiter,Matt Sullivan,8,5,other,Restaurant
Roz Doyle,Peri Gilpin,8,5,main,Roz
Samantha Pierce,Lindsay Frost,8,5,other,Samantha
Waiter,Tom Chick,8,5,other,Waiter
Waiter,Alan Mingo Jr.,8,5,other,Waiter
Waitress,Amy Landers,8,5,recurring,Waitress
Albert,Conrad Janis,9,5,recurring,Albert
Albert's Wife,Marilyn O'Connor,9,5,other,Albert's
Big Kid,Zachary McLemore,9,5,other,Big
Billy,J.B. Gaynor,9,5,other,Billy
Daphne Moon,Jane Leeves,9,5,main,Daphne
Frasier Crane,Kelsey Grammer,9,5,main,Frasier
Niles Crane,David Hyde Pierce,9,5,main,Niles
Man in Hall,Mark Capri,9,5,other,Man
Martin Crane,John Mahoney,9,5,main,Martin
Masseur,Albert Macklin,9,5,other,Masseur
Mother in Elevator,Brooks Almy,9,5,other,Mother
Roz Doyle,Peri Gilpin,9,5,main,Roz
Sally,Jamie Alexis,9,5,other,Sally
Woman in Hall,Jennifer Williams,9,5,other,Woman
Clare,Gabrielle Fitzpatrick,10,5,other,Clare
Daphne Moon,Jane Leeves,10,5,main,Daphne
Frasier Crane,Kelsey Grammer,10,5,main,Frasier
Niles Crane,David Hyde Pierce,10,5,main,Niles
Duke,John LaMotta,10,5,other,Duke
Frank,Ron Dean,10,5,recurring,Frank
Jimmy,Al Fann,10,5,other,Jimmy
Leo,Bill Gratton,10,5,recurring,Leo
Martin Crane,John Mahoney,10,5,main,Martin
Roz Doyle,Peri Gilpin,10,5,main,Roz
Steven,Laurence Lau,10,5,other,Steven
Terrence,David Manis,10,5,other,Terrence
Winston,Mark Ryan,10,5,other,Winston
Young Frasier,Andrew Dorsett,10,5,recurring,Young
Young Niles,Michael Welch,10,5,recurring,Young
Daphne Moon,Jane Leeves,11,5,main,Daphne
Detective,Tucker Smallwood,11,5,other,Detective
Frasier Crane,Kelsey Grammer,11,5,main,Frasier
Niles Crane,David Hyde Pierce,11,5,main,Niles
Martin Crane,John Mahoney,11,5,main,Martin
Policewoman,Linda Kerns,11,5,other,Policewoman
Roz Doyle,Peri Gilpin,11,5,main,Roz
Sherry Dempsey,Marsha Mason,11,5,recurring,Sherry
Bebe Glazer,Harriet Sansom Harris,12,5,recurring,Bebe
Ben,Robert Stanton,12,5,other,Ben
Daphne Moon,Jane Leeves,12,5,main,Daphne
Frasier Crane,Kelsey Grammer,12,5,main,Frasier
Niles Crane,David Hyde Pierce,12,5,main,Niles
Gil Chesterton,Edward Hibbert,12,5,recurring,Gil
