characterName,actorName,season,episode,characterType,firstName
Bruce,Peter Siragusa,5,3,other,Bruce
Electrician,Kevin Steinberg,5,3,other,Electrician
Painter,Kevin Weisman,5,3,other,Painter
Marilyn,Brooke Adams,5,3,other,Marilyn
Episode complete credited cast:,Episode complete credited cast:,5,4,NA,Episode
Frasier Crane,Kelsey Grammer,5,4,main,Frasier
Daphne Moon,Jane Leeves,5,4,main,Daphne
Niles Crane,David Hyde Pierce,5,4,main,Niles
Roz Doyle,Peri Gilpin,5,4,main,Roz
Bulldog Briscoe,Dan Butler,5,4,recurring,Bulldog
Martin Crane,John Mahoney,5,4,main,Martin
Reggie McLemore,Lorenzo Newton,5,4,other,Reggie
Guard,Ken Magee,5,4,other,Guard
Sportscaster,Stu Lantz,5,4,other,Sportscaster
Fan,Loren Lazerine,5,4,other,Fan
Cheerleader,Lisa Dergan,5,4,other,Cheerleader
Lenny,Christopher M. Brown,5,4,other,Lenny
Hank,Geoff Callan,5,4,other,Hank
Game Announcer,Jim Graci,5,4,other,Game
Linda,Wendy Wasserstein,5,4,other,Linda
Episode complete credited cast:,Episode complete credited cast:,5,5,NA,Episode
Frasier Crane,Kelsey Grammer,5,5,main,Frasier
Daphne Moon,Jane Leeves,5,5,main,Daphne
Niles Crane,David Hyde Pierce,5,5,main,Niles
Roz Doyle,Peri Gilpin,5,5,main,Roz
Bulldog Briscoe,Dan Butler,5,5,recurring,Bulldog
Martin Crane,John Mahoney,5,5,main,Martin
John,Mark Blum,5,5,other,John
Waiter,Tom Chick,5,5,other,Waiter
Female Fan,Melora Marshall,5,5,other,Female
Conductor,Demene Hall,5,5,other,Conductor
Male Fan,Allen Galli,5,5,other,Male
Schoolgirl,Charlee Baugh,5,5,other,Schoolgirl
Himself - Mayor of Seattle,Norman B. Rice,5,5,other,Himself
Episode complete credited cast:,Episode complete credited cast:,5,6,NA,Episode
Frasier Crane,Kelsey Grammer,5,6,main,Frasier
Daphne Moon,Jane Leeves,5,6,main,Daphne
Niles Crane,David Hyde Pierce,5,6,main,Niles
Roz Doyle,Peri Gilpin,5,6,main,Roz
Martin Crane,John Mahoney,5,6,main,Martin
Marie,Teri Hatcher,5,6,other,Marie
Customer,Randy Pelish,5,6,recurring,Customer
Episode complete credited cast:,Episode complete credited cast:,5,7,NA,Episode
Frasier Crane,Kelsey Grammer,5,7,main,Frasier
Daphne Moon,Jane Leeves,5,7,main,Daphne
Niles Crane,David Hyde Pierce,5,7,main,Niles
Roz Doyle,Peri Gilpin,5,7,main,Roz
Martin Crane,John Mahoney,5,7,main,Martin
Bulldog Briscoe,Dan Butler,5,7,recurring,Bulldog
Ted,Matt Roth,5,7,other,Ted
Steven,Peter Holden,5,7,other,Steven
Episode complete credited cast:,Episode complete credited cast:,5,8,NA,Episode
Frasier Crane,Kelsey Grammer,5,8,main,Frasier
Daphne Moon,Jane Leeves,5,8,main,Daphne
Niles Crane,David Hyde Pierce,5,8,main,Niles
Roz Doyle,Peri Gilpin,5,8,main,Roz
Martin Crane,John Mahoney,5,8,main,Martin
Mel Karnofsky,Jane Adams,5,8,recurring,Mel
Ferguson,Victor Garber,5,8,other,Ferguson
Alan Murchie,Nicholas Hormann,5,8,other,Alan
Ted Fisher,Francis Guinan,5,8,other,Ted
Henry Worth,Noel Conlon,5,8,other,Henry
Diane Murchie,B.J. Ward,5,8,other,Diane
Lois Fisher,Heather Ehlers,5,8,other,Lois
Episode complete credited cast:,Episode complete credited cast:,5,9,NA,Episode
Frasier Crane,Kelsey Grammer,5,9,main,Frasier
Daphne Moon,Jane Leeves,5,9,main,Daphne
Niles Crane,David Hyde Pierce,5,9,main,Niles
Roz Doyle,Peri Gilpin,5,9,main,Roz
Martin Crane,John Mahoney,5,9,main,Martin
Roger,Tony Goldwyn,5,9,other,Roger
Noel Shempsky,Patrick Kerr,5,9,recurring,Noel
Alice May Doyle,Ashley Thomas,5,9,recurring,Alice
Jason,Stephon Fuller,5,9,other,Jason
Cheryl,Jill Talley,5,9,other,Cheryl
Dennis,Bernard Zilinskas,5,9,other,Dennis
Kenny Daly,Tom McGowan,5,9,recurring,Kenny
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",5,10,NA,Episode
Frasier Crane,Kelsey Grammer,5,10,main,Frasier
Daphne Moon,Jane Leeves,5,10,main,Daphne
Niles Crane,David Hyde Pierce,5,10,main,Niles
Roz Doyle,Peri Gilpin,5,10,main,Roz
Martin Crane,John Mahoney,5,10,main,Martin
Gertrude Moon,Millicent Martin,5,10,recurring,Gertrude
Bulldog Briscoe,Dan Butler,5,10,recurring,Bulldog
Noel Shempsky,Patrick Kerr,5,10,recurring,Noel
Jason White,Steven Anthony Lawrence,5,10,other,Jason
Donald,JD Cullum,5,10,other,Donald
Beverly,Kathe Mazur,5,10,other,Beverly
Courier,Emory Livers,5,10,other,Courier
Todd,Zachary Kranzler,5,10,other,Todd
James the Barista,James Aaron Oliver,5,10,recurring,James
Zombie,Darion Basco,5,10,other,Zombie
Episode cast overview:,Episode cast overview:,5,11,NA,Episode
Frasier Crane,Kelsey Grammer,5,11,main,Frasier
Daphne Moon,Jane Leeves,5,11,main,Daphne
Niles Crane,David Hyde Pierce,5,11,main,Niles
Roz Doyle,Peri Gilpin,5,11,main,Roz
Martin Crane,John Mahoney,5,11,main,Martin
Ronee Lawrence,Wendie Malick,5,11,recurring,Ronee
Ann Hodges,Julia Sweeney,5,11,other,Ann
Liz Wright,Krista Allen,5,11,other,Liz
Mrs. Gablyczyck,Lauri Johnson,5,11,other,Mrs.
Maitre D',Anthony Crivello,5,11,other,Maitre
Waiter,Craig Zimmerman,5,11,recurring,Waiter
Restaurant Owner,Paul Michael,5,11,other,Restaurant
Kenny Daly,Tom McGowan,5,11,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,6,1,NA,Episode
Frasier Crane,Kelsey Grammer,6,1,main,Frasier
Daphne Moon,Jane Leeves,6,1,main,Daphne
Niles Crane,David Hyde Pierce,6,1,main,Niles
Roz Doyle,Peri Gilpin,6,1,main,Roz
Martin Crane,John Mahoney,6,1,main,Martin
Phillip Hayson,John Rubinstein,6,1,other,Phillip
Martha Paxton,Rachel Rosenthal,6,1,other,Martha
Diane,Eugenie Bondurant,6,1,other,Diane
Ronald,Gregory Eugene Travis,6,1,other,Ronald
Eddie,Moose,6,1,recurring,Eddie
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,6,1,NA,Rest
Gary,Robert Klein,6,1,other,Gary
Episode complete credited cast:,Episode complete credited cast:,6,2,NA,Episode
Frasier Crane,Kelsey Grammer,6,2,main,Frasier
Daphne Moon,Jane Leeves,6,2,main,Daphne
Niles Crane,David Hyde Pierce,6,2,main,Niles
Roz Doyle,Peri Gilpin,6,2,main,Roz
Martin Crane,John Mahoney,6,2,main,Martin
Bulldog Briscoe,Dan Butler,6,2,recurring,Bulldog
Father Mike,George DelHoyo,6,2,other,Father
Sister Joselia,Helen Geller,6,2,other,Sister
Eddie,Moose,6,2,recurring,Eddie
Edna,Alfre Woodard,6,2,other,Edna
Connie,Sandra Dee,6,2,other,Connie
Episode complete credited cast:,Episode complete credited cast:,6,3,NA,Episode
Frasier Crane,Kelsey Grammer,6,3,main,Frasier
Daphne Moon,Jane Leeves,6,3,main,Daphne
Niles Crane,David Hyde Pierce,6,3,main,Niles
Roz Doyle,Peri Gilpin,6,3,main,Roz
Martin Crane,John Mahoney,6,3,main,Martin
Bulldog Briscoe,Dan Butler,6,3,recurring,Bulldog
Noel Shempsky,Patrick Kerr,6,3,recurring,Noel
Gil Chesterton,Edward Hibbert,6,3,recurring,Gil
June,Laura Dern,6,3,other,June
Kate Costas,Mercedes Ruehl,6,3,recurring,Kate
Episode complete credited cast:,Episode complete credited cast:,6,4,NA,Episode
Frasier Crane,Kelsey Grammer,6,4,main,Frasier
Daphne Moon,Jane Leeves,6,4,main,Daphne
Niles Crane,David Hyde Pierce,6,4,main,Niles
Roz Doyle,Peri Gilpin,6,4,main,Roz
Martin Crane,John Mahoney,6,4,main,Martin
Rodney Banks,Kevin Farrell,6,4,other,Rodney
Adelle Childs,Allison Mackie,6,4,other,Adelle
Episode complete credited cast:,Episode complete credited cast:,6,5,NA,Episode
Frasier Crane,Kelsey Grammer,6,5,main,Frasier
Daphne Moon,Jane Leeves,6,5,main,Daphne
Niles Crane,David Hyde Pierce,6,5,main,Niles
Roz Doyle,Peri Gilpin,6,5,main,Roz
Martin Crane,John Mahoney,6,5,main,Martin
Mimi,Stephanie Faracy,6,5,other,Mimi
Carlos Del Gato,Miguel Pérez,6,5,other,Carlos
Waiter,Joe Reynolds,6,5,recurring,Waiter
Maid,Beecey Carlson,6,5,other,Maid
Episode complete credited cast:,Episode complete credited cast:,6,6,NA,Episode
Frasier Crane,Kelsey Grammer,6,6,main,Frasier
Daphne Moon,Jane Leeves,6,6,main,Daphne
Niles Crane,David Hyde Pierce,6,6,main,Niles
Roz Doyle,Peri Gilpin,6,6,main,Roz
Martin Crane,John Mahoney,6,6,main,Martin
Nancy,Grace Phillips,6,6,other,Nancy
Madeline,Cindy Ambuehl,6,6,other,Madeline
Waitress,Rosa Blasi,6,6,recurring,Waitress
Episode complete credited cast:,Episode complete credited cast:,6,7,NA,Episode
Frasier Crane,Kelsey Grammer,6,7,main,Frasier
Daphne Moon,Jane Leeves,6,7,main,Daphne
Niles Crane,David Hyde Pierce,6,7,main,Niles
Roz Doyle,Peri Gilpin,6,7,main,Roz
Martin Crane,John Mahoney,6,7,main,Martin
Poppy,Katie Finneran,6,7,other,Poppy
Regan Shaw,Gigi Rice,6,7,other,Regan
Episode complete credited cast:,Episode complete credited cast:,6,8,NA,Episode
Frasier Crane,Kelsey Grammer,6,8,main,Frasier
Daphne Moon,Jane Leeves,6,8,main,Daphne
Niles Crane,David Hyde Pierce,6,8,main,Niles
Roz Doyle,Peri Gilpin,6,8,main,Roz
Martin Crane,John Mahoney,6,8,main,Martin
Donny Douglas,Saul Rubinek,6,8,recurring,Donny
Abby Michaels,Teri Polo,6,8,other,Abby
"Mrs. Douglas, Donny's Mom",Barbara Sharma,6,8,other,Mrs.
Best Man,Kevin Loomis,6,8,other,Best
Computer Guy,Anthony Holiday,6,8,other,Computer
Episode complete credited cast:,Episode complete credited cast:,6,9,NA,Episode
Frasier Crane,Kelsey Grammer,6,9,main,Frasier
Daphne Moon,Jane Leeves,6,9,main,Daphne
Niles Crane,David Hyde Pierce,6,9,main,Niles
Roz Doyle,Peri Gilpin,6,9,main,Roz
Martin Crane,John Mahoney,6,9,main,Martin
Justin,Soren Fulton,6,9,other,Justin
Kid,Steven Anthony Lawrence,6,9,other,Kid
Alice May Doyle,Hope Cruickshank,6,9,recurring,Alice
Alice May Doyle,Tess Cruickshank,6,9,recurring,Alice
Episode complete credited cast:,Episode complete credited cast:,6,10,NA,Episode
Frasier Crane,Kelsey Grammer,6,10,main,Frasier
Daphne Moon,Jane Leeves,6,10,main,Daphne
Niles Crane,David Hyde Pierce,6,10,main,Niles
Roz Doyle,Peri Gilpin,6,10,main,Roz
Martin Crane,John Mahoney,6,10,main,Martin
Lilith Sternin,Bebe Neuwirth,6,10,recurring,Lilith
Noel Shempsky,Patrick Kerr,6,10,recurring,Noel
Frederick Crane,Trevor Einhorn,6,10,recurring,Frederick
Rabbi Gendler,Corey Fischer,6,10,other,Rabbi
Jeremy Berman,Brendan Hill,6,10,other,Jeremy
Jason,Stephon Fuller,6,10,other,Jason
Kenny Daly,Tom McGowan,6,10,recurring,Kenny
Episode cast overview:,Episode cast overview:,6,11,NA,Episode
Frasier Crane,Kelsey Grammer,6,11,main,Frasier
Daphne Moon,Jane Leeves,6,11,main,Daphne
Niles Crane,David Hyde Pierce,6,11,main,Niles
Roz Doyle,Peri Gilpin,6,11,main,Roz
Martin Crane,John Mahoney,6,11,main,Martin
Ronee Lawrence,Wendie Malick,6,11,recurring,Ronee
Larry,Eddie Bowz,6,11,other,Larry
Richard,Edward Edwards,6,11,other,Richard
Tenant,James Kiriyama-Lem,6,11,other,Tenant
Customer,CJ Jones,6,11,other,Customer
Customer,Alan Schwartz,6,11,other,Customer
Episode complete credited cast:,Episode complete credited cast:,7,1,NA,Episode
Frasier Crane,Kelsey Grammer,7,1,main,Frasier
Daphne Moon,Jane Leeves,7,1,main,Daphne
Niles Crane,David Hyde Pierce,7,1,main,Niles
Roz Doyle,Peri Gilpin,7,1,main,Roz
Martin Crane,John Mahoney,7,1,main,Martin
Catherine,Amanda Donohoe,7,1,other,Catherine
Marco,Bruno Kirby,7,1,other,Marco
Hank,Edward Van Halen,7,1,other,Hank
Episode complete credited cast:,Episode complete credited cast:,7,2,NA,Episode
Frasier Crane,Kelsey Grammer,7,2,main,Frasier
Daphne Moon,Jane Leeves,7,2,main,Daphne
Niles Crane,David Hyde Pierce,7,2,main,Niles
Roz Doyle,Peri Gilpin,7,2,main,Roz
Martin Crane,John Mahoney,7,2,main,Martin
Bulldog Briscoe,Dan Butler,7,2,recurring,Bulldog
Phil Patterson,Boyd Gaines,7,2,other,Phil
Waitress,Luck Hari,7,2,recurring,Waitress
Director,Jack Tate,7,2,other,Director
Boy,Christopher Walberg,7,2,other,Boy
Holden Thorpe,Sydney Pollack,7,2,other,Holden
Episode complete credited cast:,Episode complete credited cast:,7,3,NA,Episode
Frasier Crane,Kelsey Grammer,7,3,main,Frasier
Daphne Moon,Jane Leeves,7,3,main,Daphne
Niles Crane,David Hyde Pierce,7,3,main,Niles
Roz Doyle,Peri Gilpin,7,3,main,Roz
Martin Crane,John Mahoney,7,3,main,Martin
Bulldog Briscoe,Dan Butler,7,3,recurring,Bulldog
Dierdre Sauvage,Pamela Kosh,7,3,other,Dierdre
Moving Man,Harris Laskawy,7,3,other,Moving
Polly,Cyd Charisse,7,3,other,Polly
Kate Costas,Mercedes Ruehl,7,3,recurring,Kate
Episode complete credited cast:,Episode complete credited cast:,7,4,NA,Episode
Frasier Crane,Kelsey Grammer,7,4,main,Frasier
Daphne Moon,Jane Leeves,7,4,main,Daphne
Niles Crane,David Hyde Pierce,7,4,main,Niles
Roz Doyle,Peri Gilpin,7,4,main,Roz
Martin Crane,John Mahoney,7,4,main,Martin
Lilith Sternin,Bebe Neuwirth,7,4,recurring,Lilith
Campbell,Paxton Whitehead,7,4,other,Campbell
Frederick Crane,Trevor Einhorn,7,4,recurring,Frederick
Pamela,Lisa Banes,7,4,other,Pamela
Cynthia,Jane Lynch,7,4,other,Cynthia
Elliot,Richard Gilbert-Hill,7,4,other,Elliot
Preston,John Prosky,7,4,other,Preston
Episode complete credited cast:,Episode complete credited cast:,7,5,NA,Episode
Frasier Crane,Kelsey Grammer,7,5,main,Frasier
Daphne Moon,Jane Leeves,7,5,main,Daphne
Niles Crane,David Hyde Pierce,7,5,main,Niles
Roz Doyle,Peri Gilpin,7,5,main,Roz
Martin Crane,John Mahoney,7,5,main,Martin
Samantha Pierce,Lindsay Frost,7,5,other,Samantha
Saleswoman,Shirley Prestia,7,5,other,Saleswoman
Jennifer,Beverly Leech,7,5,other,Jennifer
Vanessa,Cyndi Pass,7,5,other,Vanessa
Cindy,Yasemin Baytok,7,5,other,Cindy
Daniel Gill,Steeve Arlen,7,5,other,Daniel
Himself,Larry King,7,5,other,Himself
Episode complete credited cast:,Episode complete credited cast:,7,6,NA,Episode
Frasier Crane,Kelsey Grammer,7,6,main,Frasier
Daphne Moon,Jane Leeves,7,6,main,Daphne
Niles Crane,David Hyde Pierce,7,6,main,Niles
Roz Doyle,Peri Gilpin,7,6,main,Roz
Martin Crane,John Mahoney,7,6,main,Martin
Frank,Michael McShane,7,6,recurring,Frank
Mr. per,William Dennis Hunt,7,6,other,Mr.
Episode complete credited cast:,Episode complete credited cast:,7,7,NA,Episode
Frasier Crane,Kelsey Grammer,7,7,main,Frasier
Daphne Moon,Jane Leeves,7,7,main,Daphne
Niles Crane,David Hyde Pierce,7,7,main,Niles
Roz Doyle,Peri Gilpin,7,7,main,Roz
Martin Crane,John Mahoney,7,7,main,Martin
Noel Shempsky,Patrick Kerr,7,7,recurring,Noel
Myshkin,Robertson Dean,7,7,other,Myshkin
Appraiser,Neal Lerner,7,7,other,Appraiser
Stage Manager,Grace Rowe,7,7,recurring,Stage
Episode complete credited cast:,Episode complete credited cast:,7,8,NA,Episode
Frasier Crane,Kelsey Grammer,7,8,main,Frasier
Daphne Moon,Jane Leeves,7,8,main,Daphne
Niles Crane,David Hyde Pierce,7,8,main,Niles
Roz Doyle,Peri Gilpin,7,8,main,Roz
Martin Crane,John Mahoney,7,8,main,Martin
Luke Parker,Gary Cole,7,8,other,Luke
Luke's Date,Magdalena Holland,7,8,other,Luke's
Episode complete credited cast:,Episode complete credited cast:,7,9,NA,Episode
Frasier Crane,Kelsey Grammer,7,9,main,Frasier
Daphne Moon,Jane Leeves,7,9,main,Daphne
Niles Crane,David Hyde Pierce,7,9,main,Niles
Roz Doyle,Peri Gilpin,7,9,main,Roz
Martin Crane,John Mahoney,7,9,main,Martin
James the Waiter,James Aaron Oliver,7,9,recurring,James
Delivery Man,Lamont Thompson,7,9,other,Delivery
Episode complete credited cast:,Episode complete credited cast:,7,10,NA,Episode
Frasier Crane,Kelsey Grammer,7,10,main,Frasier
Daphne Moon,Jane Leeves,7,10,main,Daphne
Niles Crane,David Hyde Pierce,7,10,main,Niles
Roz Doyle,Peri Gilpin,7,10,main,Roz
Martin Crane,John Mahoney,7,10,main,Martin
Trish Haney,Ana Gasteyer,7,10,other,Trish
Doctor,Joseph Kell,7,10,recurring,Doctor
James the Barista,James Aaron Oliver,7,10,recurring,James
The Other Niles,Dominic Rambaran,7,10,other,The
The Other Daphne,Robyn Johanna,7,10,other,The
Gil Chesterton,Edward Hibbert,7,10,recurring,Gil
Episode cast overview:,Episode cast overview:,7,11,NA,Episode
Frasier Crane,Kelsey Grammer,7,11,main,Frasier
Daphne Moon,Jane Leeves,7,11,main,Daphne
Niles Crane,David Hyde Pierce,7,11,main,Niles
Roz Doyle,Peri Gilpin,7,11,main,Roz
Martin Crane,John Mahoney,7,11,main,Martin
Brad,Dan Castellaneta,7,11,other,Brad
Carol,Penny Johnson Jerald,7,11,other,Carol
Peggy,Valerie Mahaffey,7,11,other,Peggy
Gertrude Moon,Millicent Martin,7,11,recurring,Gertrude
Shannon,Missi Pyle,7,11,other,Shannon
Jane,Sarah Silverman,7,11,other,Jane
Alex,T.R. Knight,7,11,other,Alex
Esteban de Rojo,Victor Alfieri,7,11,other,Esteban
Doorman,Tim Silva,7,11,other,Doorman
Kenny Daly,Tom McGowan,7,11,recurring,Kenny
Episode complete credited cast:,Episode complete credited cast:,8,1,NA,Episode
Frasier Crane,Kelsey Grammer,8,1,main,Frasier
Daphne Moon,Jane Leeves,8,1,main,Daphne
Niles Crane,David Hyde Pierce,8,1,main,Niles
Roz Doyle,Peri Gilpin,8,1,main,Roz
Martin Crane,John Mahoney,8,1,main,Martin
Marion Lawlor,Pat Crowley,8,1,other,Marion
Waitress,Julie Gill,8,1,recurring,Waitress
Eddie,Moose,8,1,recurring,Eddie
Danielle,JoBeth Williams,8,1,other,Danielle
Episode complete credited cast:,Episode complete credited cast:,8,2,NA,Episode
Frasier Crane,Kelsey Grammer,8,2,main,Frasier
Daphne Moon,Jane Leeves,8,2,main,Daphne
Niles Crane,David Hyde Pierce,8,2,main,Niles
Roz Doyle,Peri Gilpin,8,2,main,Roz
Martin Crane,John Mahoney,8,2,main,Martin
Lilith Sternin,Bebe Neuwirth,8,2,recurring,Lilith
Bulldog Briscoe,Dan Butler,8,2,recurring,Bulldog
Ettienne,Pierre Epstein,8,2,other,Ettienne
Mother,Kirsten Devere,8,2,other,Mother
Yvette,Jessica Pennington,8,2,other,Yvette
Busboy,Rick Schatz,8,2,other,Busboy
Chester,Art Garfunkel,8,2,other,Chester
Madeline Marshall,JoBeth Williams,8,2,other,Madeline
Episode complete credited cast:,Episode complete credited cast:,8,3,NA,Episode
Frasier Crane,Kelsey Grammer,8,3,main,Frasier
Daphne Moon,Jane Leeves,8,3,main,Daphne
Niles Crane,David Hyde Pierce,8,3,main,Niles
Roz Doyle,Peri Gilpin,8,3,main,Roz
Martin Crane,John Mahoney,8,3,main,Martin
Marta,Irene Olga López,8,3,recurring,Marta
Noel Shempsky,Patrick Kerr,8,3,recurring,Noel
Vinnie,Paul Mazursky,8,3,other,Vinnie
Episode complete credited cast:,Episode complete credited cast:,8,4,NA,Episode
Frasier Crane,Kelsey Grammer,8,4,main,Frasier
Daphne Moon,Jane Leeves,8,4,main,Daphne
Niles Crane,David Hyde Pierce,8,4,main,Niles
Roz Doyle,Peri Gilpin,8,4,main,Roz
Martin Crane,John Mahoney,8,4,main,Martin
Francois,Nicholas Walker,8,4,other,Francois
Greg,John Cusack,8,4,other,Greg
Episode complete credited cast:,Episode complete credited cast:,8,5,NA,Episode
Frasier Crane,Kelsey Grammer,8,5,main,Frasier
Daphne Moon,Jane Leeves,8,5,main,Daphne
Niles Crane,David Hyde Pierce,8,5,main,Niles
Roz Doyle,Peri Gilpin,8,5,main,Roz
Martin Crane,John Mahoney,8,5,main,Martin
Samantha Pierce,Lindsay Frost,8,5,other,Samantha
Waiter,Tom Chick,8,5,other,Waiter
Waitress,Amy Landers,8,5,recurring,Waitress
Waiter,Alan Mingo Jr.,8,5,other,Waiter
Restaurant Waiter,Matt Sullivan,8,5,other,Restaurant
Man in Street,Nicolas Mize,8,5,other,Man
Customer,Christopher Marshall,8,5,recurring,Customer
Herself,Lesley Stahl,8,5,other,Herself
Episode complete credited cast:,Episode complete credited cast:,8,6,NA,Episode
Frasier Crane,Kelsey Grammer,8,6,main,Frasier
Daphne Moon,Jane Leeves,8,6,main,Daphne
Niles Crane,David Hyde Pierce,8,6,main,Niles
Roz Doyle,Peri Gilpin,8,6,main,Roz
Martin Crane,John Mahoney,8,6,main,Martin
Sebastian Melmoth,Christopher Durang,8,6,other,Sebastian
Claudia Kynock,Catherine Dent,8,6,other,Claudia
Chef Marcel,Arnie Burton,8,6,other,Chef
Gretchen Koontz,Marilyn Child,8,6,other,Gretchen
Officer McLean,Raymond Hanis,8,6,other,Officer
Officer Athanis,Eugene Lee,8,6,other,Officer
Pam,Susie Park,8,6,other,Pam
Party Guest,Susanne Blakeslee,8,6,recurring,Party
Episode complete credited cast:,Episode complete credited cast:,8,7,NA,Episode
Frasier Crane,Kelsey Grammer,8,7,main,Frasier
Daphne Moon,Jane Leeves,8,7,main,Daphne
Niles Crane,David Hyde Pierce,8,7,main,Niles
Roz Doyle,Peri Gilpin,8,7,main,Roz
Martin Crane,John Mahoney,8,7,main,Martin
Mel Karnofsky,Jane Adams,8,7,recurring,Mel
Phil,Rob Leo Roy,8,7,other,Phil
Records Clerk,John Farley,8,7,other,Records
Nurse,Mary Jo Smith,8,7,recurring,Nurse
News Anchor,Chariesse LaVelle,8,7,other,News
Woman In Cafe,Susan Merson,8,7,other,Woman
Orderly,Lauren Cohn,8,7,other,Orderly
Episode complete credited cast:,Episode complete credited cast:,8,8,NA,Episode
Frasier Crane,Kelsey Grammer,8,8,main,Frasier
Daphne Moon,Jane Leeves,8,8,main,Daphne
Niles Crane,David Hyde Pierce,8,8,main,Niles
Roz Doyle,Peri Gilpin,8,8,main,Roz
Martin Crane,John Mahoney,8,8,main,Martin
Mary,Kim Coles,8,8,other,Mary
Kelly Kirkland,Bess Armstrong,8,8,other,Kelly
Kenny Daly,Tom McGowan,8,8,recurring,Kenny
Bob Vernon,Peter Haskell,8,8,other,Bob
Santa,Donovan Scott,8,8,other,Santa
Producer,Karl T. Wright,8,8,other,Producer
Woman at Parade,Pam Levin,8,8,other,Woman
Brian,Stephen King,8,8,other,Brian
Tom,Wolfgang Puck,8,8,recurring,Tom
Episode complete credited cast:,Episode complete credited cast:,8,9,NA,Episode
Frasier Crane,Kelsey Grammer,8,9,main,Frasier
Daphne Moon,Jane Leeves,8,9,main,Daphne
Niles Crane,David Hyde Pierce,8,9,main,Niles
Roz Doyle,Peri Gilpin,8,9,main,Roz
Martin Crane,John Mahoney,8,9,main,Martin
Tom,Adam Arkin,8,9,other,Tom
Bulldog Briscoe,Dan Butler,8,9,recurring,Bulldog
Bill Gates,Bill Gates,8,9,other,Bill
Noel Shempsky,Patrick Kerr,8,9,recurring,Noel
Joe,Larry Gelbart,8,9,other,Joe
Phyllis,Allison Janney,8,9,other,Phyllis
Estelle,Jennifer Jason Leigh,8,9,other,Estelle
Warren,Bobby Short,8,9,other,Warren
Kenny Daly,Tom McGowan,8,9,recurring,Kenny
"Episode cast overview, first billed only:","Episode cast overview, first billed only:",8,10,NA,Episode
Frasier Crane,Kelsey Grammer,8,10,main,Frasier
Daphne Moon,Jane Leeves,8,10,main,Daphne
Niles Crane,David Hyde Pierce,8,10,main,Niles
Roz Doyle,Peri Gilpin,8,10,main,Roz
Martin Crane,John Mahoney,8,10,main,Martin
Shafer,Daniel Davis,8,10,other,Shafer
Colleen,Judith Scott,8,10,other,Colleen
Ling,Denise Iketani,8,10,other,Ling
Surgical Nurse,Alice Dodd,8,10,other,Surgical
Orderly,Steve Kehela,8,10,other,Orderly
Orderly,Brandon Johnson,8,10,other,Orderly
Doctor,Greg Callahan,8,10,recurring,Doctor
Young Frasier,Kendall Schmidt,8,10,recurring,Young
Young Niles,Murphy Giller,8,10,recurring,Young
Toddler Frasier,Michael Krepack,8,10,other,Toddler
Episode credited cast:,Episode credited cast:,8,11,NA,Episode
Frasier Crane,Kelsey Grammer,8,11,main,Frasier
Daphne Moon,Jane Leeves,8,11,main,Daphne
Niles Crane,David Hyde Pierce,8,11,main,Niles
Roz Doyle,Peri Gilpin,8,11,main,Roz
Martin Crane,John Mahoney,8,11,main,Martin
Waiter,James Aaron Oliver,8,11,other,Waiter
Waitress,Amita Balla,8,11,recurring,Waitress
Reporter,Cindy Lu,8,11,other,Reporter
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,8,11,NA,Rest
Esteban De Rojo,Victor Alfieri,8,11,other,Esteban
Episode complete credited cast:,Episode complete credited cast:,9,1,NA,Episode
Frasier Crane,Kelsey Grammer,9,1,main,Frasier
Daphne Moon,Jane Leeves,9,1,main,Daphne
Niles Crane,David Hyde Pierce,9,1,main,Niles
Roz Doyle,Peri Gilpin,9,1,main,Roz
Martin Crane,John Mahoney,9,1,main,Martin
Bebe Glazer,Harriet Sansom Harris,9,1,recurring,Bebe
Bulldog Briscoe,Dan Butler,9,1,recurring,Bulldog
Joyce Brothers,Joyce Brothers,9,1,other,Joyce
Walnut,John Drayman,9,1,other,Walnut
Almond,Michael Edwards,9,1,other,Almond
Eddie,Moose,9,1,recurring,Eddie
Roger,Carl Reiner,9,1,other,Roger
Episode complete credited cast:,Episode complete credited cast:,9,2,NA,Episode
Frasier Crane,Kelsey Grammer,9,2,main,Frasier
Daphne Moon,Jane Leeves,9,2,main,Daphne
Niles Crane,David Hyde Pierce,9,2,main,Niles
Roz Doyle,Peri Gilpin,9,2,main,Roz
Martin Crane,John Mahoney,9,2,main,Martin
Lilith Sternin,Bebe Neuwirth,9,2,recurring,Lilith
Brian,James Morrison,9,2,other,Brian
Vic,Kevin Bacon,9,2,other,Vic
Diane Chambers,Shelley Long,9,2,other,Diane
Madeline Marshall,JoBeth Williams,9,2,other,Madeline
Episode complete credited cast:,Episode complete credited cast:,9,3,NA,Episode
Frasier Crane,Kelsey Grammer,9,3,main,Frasier
Daphne Moon,Jane Leeves,9,3,main,Daphne
Niles Crane,David Hyde Pierce,9,3,main,Niles
Roz Doyle,Peri Gilpin,9,3,main,Roz
Martin Crane,John Mahoney,9,3,main,Martin
Bulldog Briscoe,Dan Butler,9,3,recurring,Bulldog
Frederick Gaylord Crane,Luke Tarsitano,9,3,other,Frederick
